"","X1","ID","Ref","Pred","Max","size","xlab","ylab"
"1",17,507,0.00089126559714795,0,3,1122,3,41
"2",18,508,0,0,3,1089,3,42
"3",24,740,0,0,3,1122,4,41
"4",25,741,0.000918273645546373,0,3,1089,4,42
"5",26,742,0,0,3,1089,4,43
"6",27,743,0,0,3,1122,4,44
"7",28,744,0,0,3,1089,4,45
"8",29,745,0,0,3,1089,4,46
"9",30,746,0,0,3,1122,4,47
"10",37,972,0,0,3,1122,5,40
"11",38,973,0,0,3,1156,5,41
"12",39,974,0,0,3,1122,5,42
"13",40,975,0,0,3,1122,5,43
"14",41,976,0,0,3,1156,5,44
"15",42,977,0,0,3,1122,5,45
"16",43,978,0,0,3,1122,5,46
"17",44,979,0,0,3,1156,5,47
"18",45,980,0,0,3.5,1122,5,48
"19",46,981,0,0,3.5,1122,5,49
"20",47,982,0,0,3.5,1156,5,50
"21",48,983,0,0,3,1122,5,51
"22",63,1205,0,0,3,1089,6,40
"23",64,1206,0,0,3,1122,6,41
"24",65,1207,0,0,3,1089,6,42
"25",66,1208,0,0,3,1089,6,43
"26",67,1209,0,0,3.5,1122,6,44
"27",68,1210,0,0,3.5,1089,6,45
"28",69,1211,0,0,3,1089,6,46
"29",70,1212,0,0,3,1122,6,47
"30",71,1213,0,0,3,1089,6,48
"31",72,1214,0,0,3,1089,6,49
"32",73,1215,0,0,3.5,1122,6,50
"33",74,1216,0,0,3,1089,6,51
"34",75,1217,0,0,3.5,1089,6,52
"35",76,1218,0,0,3.5,1122,6,53
"36",77,1219,0,0,3,1089,6,54
"37",78,1220,0,0,3,1089,6,55
"38",79,1221,0,0,3,1122,6,56
"39",93,1438,0,0,3,1089,7,40
"40",94,1439,0,0,3,1122,7,41
"41",95,1440,0,0,3,1089,7,42
"42",96,1441,0,0,3,1089,7,43
"43",97,1442,0,0,3,1122,7,44
"44",98,1443,0,0,3,1089,7,45
"45",99,1444,0,0,3,1089,7,46
"46",100,1445,0,0,3,1122,7,47
"47",101,1446,0,0,3.5,1089,7,48
"48",102,1447,0,0,3.5,1089,7,49
"49",103,1448,0,0,3.5,1122,7,50
"50",104,1449,0,0,3.5,1089,7,51
"51",105,1450,0,0,3.5,1089,7,52
"52",106,1451,0,0,3.5,1122,7,53
"53",107,1452,0,0,3.5,1089,7,54
"54",108,1453,0,0,3.5,1089,7,55
"55",109,1454,0,0,3.5,1122,7,56
"56",110,1455,0.000918273645546373,0,3.5,1089,7,57
"57",111,1456,0,0,3.5,1089,7,58
"58",112,1457,0,0,3,1122,7,59
"59",113,1458,0,0,3,1089,7,60
"60",123,1671,0,0,3,1122,8,40
"61",124,1672,0,0,3,1156,8,41
"62",125,1673,0,0,3,1122,8,42
"63",126,1674,0,0,3,1122,8,43
"64",127,1675,0,0,3,1156,8,44
"65",128,1676,0,0,3,1122,8,45
"66",129,1677,0,0,3,1122,8,46
"67",130,1678,0,0,3,1156,8,47
"68",131,1679,0,0,3,1122,8,48
"69",132,1680,0.00089126559714795,0,3,1122,8,49
"70",133,1681,0,0,3,1156,8,50
"71",134,1682,0.00089126559714795,0,3.5,1122,8,51
"72",135,1683,0,0,3.5,1122,8,52
"73",136,1684,0,0,3.5,1156,8,53
"74",137,1685,0,0,3.5,1122,8,54
"75",138,1686,0,0,3.5,1122,8,55
"76",139,1687,0,0,3.5,1156,8,56
"77",140,1688,0,0,3.5,1122,8,57
"78",141,1689,0,0,3,1122,8,58
"79",142,1690,0,0,3,1156,8,59
"80",143,1691,0,0,3,1122,8,60
"81",144,1692,0,0,3,1122,8,61
"82",145,1693,0,0,3,1156,8,62
"83",146,1694,0.00089126559714795,0,3,1122,8,63
"84",147,1695,0,0,3,1122,8,64
"85",148,1696,0,0,3,1156,8,65
"86",171,1903,0,0,3,1089,9,39
"87",172,1904,0,0,3,1089,9,40
"88",173,1905,0,0,3,1122,9,41
"89",174,1906,0,0,3,1089,9,42
"90",175,1907,0,0,3,1089,9,43
"91",176,1908,0,0,3.5,1122,9,44
"92",177,1909,0,0,3,1089,9,45
"93",178,1910,0,0,3,1089,9,46
"94",179,1911,0,0,3,1122,9,47
"95",180,1912,0,0,3,1089,9,48
"96",181,1913,0,0,3,1089,9,49
"97",182,1914,0,0,3,1122,9,50
"98",183,1915,0,0,3,1089,9,51
"99",184,1916,0,0,3.5,1089,9,52
"100",185,1917,0,0,3.5,1122,9,53
"101",186,1918,0,0,3.5,1089,9,54
"102",187,1919,0,0,3.5,1089,9,55
"103",188,1920,0,0,3.5,1122,9,56
"104",189,1921,0,0,3.5,1089,9,57
"105",190,1922,0,0,3,1089,9,58
"106",191,1923,0,0,3,1122,9,59
"107",192,1924,0,0,3,1089,9,60
"108",193,1925,0,0,3,1089,9,61
"109",194,1926,0,0,3,1122,9,62
"110",195,1927,0,0,3,1089,9,63
"111",196,1928,0,0,3,1089,9,64
"112",197,1929,0,0,3,1122,9,65
"113",198,1930,0,0,3,1089,9,66
"114",199,1931,0,0.000918273645546373,3,1089,9,67
"115",200,1932,0.00267379679144385,0,3.5,1122,9,68
"116",201,1933,0,0.000918273645546373,3.5,1089,9,69
"117",202,1934,0,0,3,1089,9,70
"118",220,2136,0,0,3,1089,10,39
"119",221,2137,0,0,3,1089,10,40
"120",222,2138,0,0,3,1122,10,41
"121",223,2139,0,0,3.5,1089,10,42
"122",224,2140,0,0,3,1089,10,43
"123",225,2141,0,0,3.5,1122,10,44
"124",226,2142,0,0,3,1089,10,45
"125",227,2143,0,0,3,1089,10,46
"126",228,2144,0,0,3.5,1122,10,47
"127",229,2145,0,0,3.5,1089,10,48
"128",230,2146,0,0,3.5,1089,10,49
"129",231,2147,0,0,3.5,1122,10,50
"130",232,2148,0,0,3.5,1089,10,51
"131",233,2149,0,0,3.5,1089,10,52
"132",234,2150,0,0,3.5,1122,10,53
"133",235,2151,0,0,3.5,1089,10,54
"134",236,2152,0.00367309458218549,0.00550964187327824,3.5,1089,10,55
"135",237,2153,0,0,3.5,1122,10,56
"136",238,2154,0,0,3.5,1089,10,57
"137",239,2155,0,0,3,1089,10,58
"138",240,2156,0,0,3,1122,10,59
"139",241,2157,0,0,3,1089,10,60
"140",242,2158,0,0,3.5,1089,10,61
"141",243,2159,0,0,3,1122,10,62
"142",244,2160,0,0,3,1089,10,63
"143",245,2161,0,0,3,1089,10,64
"144",246,2162,0,0,3,1122,10,65
"145",247,2163,0.00183654729109275,0,3,1089,10,66
"146",248,2164,0.00183654729109275,0.000918273645546373,3.5,1089,10,67
"147",249,2165,0,0.00089126559714795,3.5,1122,10,68
"148",250,2166,0,0,3.5,1089,10,69
"149",251,2167,0.000918273645546373,0.00183654729109275,3,1089,10,70
"150",252,2168,0,0.00089126559714795,3,1122,10,71
"151",253,2169,0,0.000918273645546373,3,1089,10,72
"152",254,2170,0,0.000918273645546373,3,1089,10,73
"153",255,2171,0.00267379679144385,0.0071301247771836,3,1122,10,74
"154",269,2369,0,0,3,1122,11,39
"155",270,2370,0,0.00445632798573975,3,1122,11,40
"156",271,2371,0,0,3,1156,11,41
"157",272,2372,0,0,3,1122,11,42
"158",273,2373,0,0,3,1122,11,43
"159",274,2374,0,0,3.5,1156,11,44
"160",275,2375,0,0,3,1122,11,45
"161",276,2376,0,0,3,1122,11,46
"162",277,2377,0,0,3.5,1156,11,47
"163",278,2378,0,0,3.5,1122,11,48
"164",279,2379,0.00980392156862745,0.0115864527629234,3.5,1122,11,49
"165",280,2380,0,0,3.5,1156,11,50
"166",281,2381,0.00623885918003565,0.00802139037433155,3.5,1122,11,51
"167",282,2382,0,0.00089126559714795,3.5,1122,11,52
"168",283,2383,0.00259515570934256,0.0103806228373702,3.5,1156,11,53
"169",284,2384,0.00802139037433155,0.0115864527629234,3.5,1122,11,54
"170",285,2385,0.0124777183600713,0.0160427807486631,3.5,1122,11,55
"171",286,2386,0.00432525951557093,0.00432525951557093,3.5,1156,11,56
"172",287,2387,0,0,3.5,1122,11,57
"173",288,2388,0,0,3.5,1122,11,58
"174",289,2389,0.000865051903114187,0,3.5,1156,11,59
"175",290,2390,0.0490196078431373,0.0793226381461676,3,1122,11,60
"176",291,2391,0,0.0053475935828877,3,1122,11,61
"177",292,2392,0,0,3.5,1156,11,62
"178",293,2393,0.00089126559714795,0.00089126559714795,3.5,1122,11,63
"179",294,2394,0.0169340463458111,0.0151515151515152,3,1122,11,64
"180",295,2395,0.000865051903114187,0,3,1156,11,65
"181",296,2396,0,0,3,1122,11,66
"182",297,2397,0,0,3.5,1122,11,67
"183",298,2398,0,0,3.5,1156,11,68
"184",299,2399,0,0,3.5,1122,11,69
"185",300,2400,0.00089126559714795,0.00267379679144385,3.5,1122,11,70
"186",301,2401,0.0173010380622837,0.0129757785467128,3.5,1156,11,71
"187",302,2402,0.0311942959001783,0.0196078431372549,3.5,1122,11,72
"188",303,2403,0.0240641711229947,0.0071301247771836,3.5,1122,11,73
"189",304,2404,0.00432525951557093,0,3.5,1156,11,74
"190",305,2405,0.00089126559714795,0.00089126559714795,3.5,1122,11,75
"191",306,2406,0,0,3.5,1122,11,76
"192",307,2407,0,0,3.5,1156,11,77
"193",308,2408,0,0,3.5,1122,11,78
"194",309,2409,0,0,3.5,1122,11,79
"195",329,2602,0,0.000918273645546373,3,1089,12,39
"196",330,2603,0,0,3,1089,12,40
"197",331,2604,0,0,3,1122,12,41
"198",332,2605,0,0,3,1089,12,42
"199",333,2606,0,0,3,1089,12,43
"200",334,2607,0,0,3,1122,12,44
"201",335,2608,0,0,3,1089,12,45
"202",336,2609,0,0,3,1089,12,46
"203",337,2610,0,0,3.5,1122,12,47
"204",338,2611,0.00183654729109275,0.00183654729109275,3.5,1089,12,48
"205",339,2612,0,0,3.5,1089,12,49
"206",340,2613,0,0,3.5,1122,12,50
"207",341,2614,0,0,3.5,1089,12,51
"208",342,2615,0,0,3.5,1089,12,52
"209",343,2616,0,0,3.5,1122,12,53
"210",344,2617,0.00734618916437098,0.0119375573921028,3.5,1089,12,54
"211",345,2618,0,0,3.5,1089,12,55
"212",346,2619,0.0213903743315508,0.0124777183600713,3,1122,12,56
"213",347,2620,0.0110192837465565,0.00734618916437098,3,1089,12,57
"214",348,2621,0.0128558310376492,0.014692378328742,3,1089,12,58
"215",349,2622,0.00623885918003565,0.0106951871657754,3,1122,12,59
"216",350,2623,0.0752984389348026,0.25068870523416,3,1089,12,60
"217",351,2624,0.0238751147842057,0.170798898071625,3,1089,12,61
"218",352,2625,0,0.0017825311942959,3,1122,12,62
"219",353,2626,0.0275482093663912,0.046831955922865,3,1089,12,63
"220",354,2627,0.0110192837465565,0.0174471992653811,3,1089,12,64
"221",355,2628,0.0035650623885918,0.0017825311942959,3,1122,12,65
"222",356,2629,0.00275482093663912,0.00550964187327824,3.5,1089,12,66
"223",357,2630,0,0.00183654729109275,3.5,1089,12,67
"224",358,2631,0,0,3.5,1122,12,68
"225",359,2632,0,0,3.5,1089,12,69
"226",360,2633,0,0,3.5,1089,12,70
"227",361,2634,0,0,3.5,1122,12,71
"228",362,2635,0,0,3.5,1089,12,72
"229",363,2636,0,0,3.5,1089,12,73
"230",364,2637,0,0,3.5,1122,12,74
"231",365,2638,0,0,3.5,1089,12,75
"232",366,2639,0,0,3.5,1089,12,76
"233",367,2640,0,0,3.5,1122,12,77
"234",368,2641,0,0,3.5,1089,12,78
"235",369,2642,0,0,3.5,1089,12,79
"236",370,2643,0,0,3.5,1122,12,80
"237",371,2644,0,0,3.5,1089,12,81
"238",372,2645,0,0,3.5,1089,12,82
"239",373,2646,0,0,3.5,1122,12,83
"240",374,2647,0,0,3.5,1089,12,84
"241",389,2835,0.00183654729109275,0.00734618916437098,3,1089,13,39
"242",390,2836,0,0,3,1089,13,40
"243",391,2837,0.00089126559714795,0,3,1122,13,41
"244",392,2838,0.000918273645546373,0,3,1089,13,42
"245",393,2839,0,0,3,1089,13,43
"246",394,2840,0,0,3,1122,13,44
"247",395,2841,0,0,3,1089,13,45
"248",396,2842,0.0284664830119376,0.00550964187327824,3,1089,13,46
"249",397,2843,0,0.00089126559714795,3.5,1122,13,47
"250",398,2844,0,0,3.5,1089,13,48
"251",399,2845,0,0,3.5,1089,13,49
"252",400,2846,0,0,3.5,1122,13,50
"253",401,2847,0,0,3.5,1089,13,51
"254",402,2848,0,0.00550964187327824,3.5,1089,13,52
"255",403,2849,0,0.00623885918003565,3.5,1122,13,53
"256",404,2850,0.00826446280991736,0.00367309458218549,3.5,1089,13,54
"257",405,2851,0.346189164370983,0.328741965105601,3,1089,13,55
"258",406,2852,0.00267379679144385,0,3.5,1122,13,56
"259",407,2853,0,0,3,1089,13,57
"260",408,2854,0,0,3,1089,13,58
"261",409,2855,0,0,3,1122,13,59
"262",410,2856,0.00183654729109275,0.00734618916437098,3,1089,13,60
"263",411,2857,0,0.000918273645546373,3,1089,13,61
"264",412,2858,0,0,3,1122,13,62
"265",413,2859,0.00183654729109275,0.0101010101010101,3,1089,13,63
"266",414,2860,0,0,3.5,1089,13,64
"267",415,2861,0,0.0035650623885918,3,1122,13,65
"268",416,2862,0,0.000918273645546373,3.5,1089,13,66
"269",417,2863,0,0,3.5,1089,13,67
"270",418,2864,0,0,3.5,1122,13,68
"271",419,2865,0,0,3.5,1089,13,69
"272",420,2866,0,0,3.5,1089,13,70
"273",421,2867,0,0,3.5,1122,13,71
"274",422,2868,0,0.000918273645546373,3.5,1089,13,72
"275",423,2869,0,0,3.5,1089,13,73
"276",424,2870,0,0,3.5,1122,13,74
"277",425,2871,0,0,3.5,1089,13,75
"278",426,2872,0,0,3.5,1089,13,76
"279",427,2873,0,0,3.5,1122,13,77
"280",428,2874,0,0,3.5,1089,13,78
"281",429,2875,0,0,3.5,1089,13,79
"282",430,2876,0,0,3.5,1122,13,80
"283",431,2877,0,0,3.5,1089,13,81
"284",432,2878,0,0,3.5,1089,13,82
"285",433,2879,0,0,3.5,1122,13,83
"286",434,2880,0,0,3.5,1089,13,84
"287",435,2881,0,0,3.5,1089,13,85
"288",436,2882,0,0,3.5,1122,13,86
"289",437,2883,0,0,3.5,1089,13,87
"290",438,2884,0,0,3.5,1089,13,88
"291",448,3067,0,0,3,1156,14,38
"292",449,3068,0,0,3.5,1122,14,39
"293",450,3069,0,0,3,1122,14,40
"294",451,3070,0,0,3.5,1156,14,41
"295",452,3071,0,0,3,1122,14,42
"296",453,3072,0,0,3,1122,14,43
"297",454,3073,0,0,3,1156,14,44
"298",455,3074,0.00445632798573975,0.00089126559714795,3.5,1122,14,45
"299",456,3075,0.0650623885918004,0.0151515151515152,3,1122,14,46
"300",457,3076,0,0,3.5,1156,14,47
"301",458,3077,0,0,3.5,1122,14,48
"302",459,3078,0,0,3.5,1122,14,49
"303",460,3079,0.000865051903114187,0.0069204152249135,3.5,1156,14,50
"304",461,3080,0,0.00267379679144385,3,1122,14,51
"305",462,3081,0,0,3,1122,14,52
"306",463,3082,0.00173010380622837,0.00259515570934256,3,1156,14,53
"307",464,3083,0.157754010695187,0.137254901960784,3,1122,14,54
"308",465,3084,0.188057040998217,0.197860962566845,3,1122,14,55
"309",466,3085,0,0.000865051903114187,3.5,1156,14,56
"310",467,3086,0,0.00980392156862745,3,1122,14,57
"311",468,3087,0,0,3,1122,14,58
"312",469,3088,0,0,3.5,1156,14,59
"313",470,3089,0,0,3.5,1122,14,60
"314",471,3090,0,0,3.5,1122,14,61
"315",472,3091,0,0,3.5,1156,14,62
"316",473,3092,0,0,3.5,1122,14,63
"317",474,3093,0,0,3.5,1122,14,64
"318",475,3094,0,0,3.5,1156,14,65
"319",476,3095,0,0,3.5,1122,14,66
"320",477,3096,0,0,3.5,1122,14,67
"321",478,3097,0,0,3.5,1156,14,68
"322",479,3098,0,0,3.5,1122,14,69
"323",480,3099,0,0,3.5,1122,14,70
"324",481,3100,0,0,3.5,1156,14,71
"325",482,3101,0,0,3.5,1122,14,72
"326",483,3102,0,0,3.5,1122,14,73
"327",484,3103,0,0,3.5,1156,14,74
"328",485,3104,0,0,3.5,1122,14,75
"329",486,3105,0,0,3.5,1122,14,76
"330",487,3106,0,0,3.5,1156,14,77
"331",488,3107,0,0,3.5,1122,14,78
"332",489,3108,0,0,3.5,1122,14,79
"333",490,3109,0.000865051903114187,0,3.5,1156,14,80
"334",491,3110,0,0,3.5,1122,14,81
"335",492,3111,0,0,3.5,1122,14,82
"336",493,3112,0,0,3.5,1156,14,83
"337",494,3113,0,0,3.5,1122,14,84
"338",495,3114,0,0,3.5,1122,14,85
"339",496,3115,0,0,3.5,1156,14,86
"340",497,3116,0,0,3.5,1122,14,87
"341",498,3117,0,0,3.5,1122,14,88
"342",499,3118,0,0,3,1156,14,89
"343",500,3119,0,0,3.5,1122,14,90
"344",501,3120,0,0,3.5,1122,14,91
"345",502,3121,0,0,3.5,1156,14,92
"346",503,3122,0,0,3.5,1122,14,93
"347",522,3300,0,0,3.5,1122,15,38
"348",523,3301,0,0,3,1089,15,39
"349",524,3302,0,0,3,1089,15,40
"350",525,3303,0,0,3,1122,15,41
"351",526,3304,0,0,3,1089,15,42
"352",527,3305,0,0,3,1089,15,43
"353",528,3306,0,0,3.5,1122,15,44
"354",529,3307,0.061524334251607,0.0110192837465565,3,1089,15,45
"355",530,3308,0.0293847566574839,0.0110192837465565,3,1089,15,46
"356",531,3309,0,0,3,1122,15,47
"357",532,3310,0,0,3,1089,15,48
"358",533,3311,0,0,3.5,1089,15,49
"359",534,3312,0,0,3,1122,15,50
"360",535,3313,0,0,3,1089,15,51
"361",536,3314,0,0,3,1089,15,52
"362",537,3315,0,0,3,1122,15,53
"363",538,3316,0,0,3,1089,15,54
"364",539,3317,0,0,3.5,1089,15,55
"365",540,3318,0,0,3.5,1122,15,56
"366",541,3319,0,0,3.5,1089,15,57
"367",542,3320,0,0,3.5,1089,15,58
"368",543,3321,0,0,3.5,1122,15,59
"369",544,3322,0,0,3.5,1089,15,60
"370",545,3323,0,0,3.5,1089,15,61
"371",546,3324,0,0,3.5,1122,15,62
"372",547,3325,0,0,3.5,1089,15,63
"373",548,3326,0,0,3.5,1089,15,64
"374",549,3327,0,0,3.5,1122,15,65
"375",550,3328,0,0,3.5,1089,15,66
"376",551,3329,0,0,3.5,1089,15,67
"377",552,3330,0,0,3.5,1122,15,68
"378",553,3331,0,0,3.5,1089,15,69
"379",554,3332,0,0,3.5,1089,15,70
"380",555,3333,0,0,3.5,1122,15,71
"381",556,3334,0,0,3.5,1089,15,72
"382",557,3335,0,0,3.5,1089,15,73
"383",558,3336,0,0,3.5,1122,15,74
"384",559,3337,0,0,3.5,1089,15,75
"385",560,3338,0,0,3.5,1089,15,76
"386",561,3339,0,0,3.5,1122,15,77
"387",562,3340,0,0,3.5,1089,15,78
"388",563,3341,0,0,3.5,1089,15,79
"389",564,3342,0,0,3.5,1122,15,80
"390",565,3343,0.000918273645546373,0,3.5,1089,15,81
"391",566,3344,0.000918273645546373,0,3.5,1089,15,82
"392",567,3345,0,0,3.5,1122,15,83
"393",568,3346,0,0,3.5,1089,15,84
"394",569,3347,0,0,3.5,1089,15,85
"395",570,3348,0,0,3.5,1122,15,86
"396",571,3349,0,0,3.5,1089,15,87
"397",572,3350,0,0,3,1089,15,88
"398",573,3351,0,0,3.5,1122,15,89
"399",574,3352,0,0,3.5,1089,15,90
"400",575,3353,0,0,3.5,1089,15,91
"401",576,3354,0,0,3.5,1122,15,92
"402",577,3355,0,0.000918273645546373,3.5,1089,15,93
"403",578,3356,0,0,3.5,1089,15,94
"404",579,3357,0,0,3.5,1122,15,95
"405",580,3358,0.00183654729109275,0,3.5,1089,15,96
"406",581,3359,0,0,3.5,1089,15,97
"407",582,3360,0,0,3.5,1122,15,98
"408",596,3533,0,0,3,1122,16,38
"409",597,3534,0,0,3,1089,16,39
"410",598,3535,0,0,3,1089,16,40
"411",599,3536,0,0,3,1122,16,41
"412",600,3537,0,0,3,1089,16,42
"413",601,3538,0,0,3,1089,16,43
"414",602,3539,0,0,3,1122,16,44
"415",603,3540,0.0211202938475666,0.00275482093663912,3,1089,16,45
"416",604,3541,0,0,3,1089,16,46
"417",605,3542,0,0,3,1122,16,47
"418",606,3543,0,0,3,1089,16,48
"419",607,3544,0.00459136822773186,0.00275482093663912,3,1089,16,49
"420",608,3545,0.0035650623885918,0.0017825311942959,3,1122,16,50
"421",609,3546,0,0,3.5,1089,16,51
"422",610,3547,0,0,3,1089,16,52
"423",611,3548,0,0,3,1122,16,53
"424",612,3549,0,0,3,1089,16,54
"425",613,3550,0,0,3,1089,16,55
"426",614,3551,0,0,3.5,1122,16,56
"427",615,3552,0,0,3.5,1089,16,57
"428",616,3553,0,0.000918273645546373,3.5,1089,16,58
"429",617,3554,0,0,3.5,1122,16,59
"430",618,3555,0,0,3.5,1089,16,60
"431",619,3556,0,0,3.5,1089,16,61
"432",620,3557,0,0,3.5,1122,16,62
"433",621,3558,0,0,3.5,1089,16,63
"434",622,3559,0,0,3.5,1089,16,64
"435",623,3560,0,0,3.5,1122,16,65
"436",624,3561,0,0,3.5,1089,16,66
"437",625,3562,0,0,3.5,1089,16,67
"438",626,3563,0,0,3.5,1122,16,68
"439",627,3564,0,0,3.5,1089,16,69
"440",628,3565,0,0,3.5,1089,16,70
"441",629,3566,0,0,3.5,1122,16,71
"442",630,3567,0,0,3.5,1089,16,72
"443",631,3568,0,0,3.5,1089,16,73
"444",632,3569,0,0,3.5,1122,16,74
"445",633,3570,0,0,3.5,1089,16,75
"446",634,3571,0,0,3.5,1089,16,76
"447",635,3572,0,0,3.5,1122,16,77
"448",636,3573,0,0,3.5,1089,16,78
"449",637,3574,0,0,3.5,1089,16,79
"450",638,3575,0,0,3.5,1122,16,80
"451",639,3576,0.00734618916437098,0,3.5,1089,16,81
"452",640,3577,0.000918273645546373,0,3.5,1089,16,82
"453",641,3578,0,0,3.5,1122,16,83
"454",642,3579,0,0,3.5,1089,16,84
"455",643,3580,0,0,3.5,1089,16,85
"456",644,3581,0,0,3.5,1122,16,86
"457",645,3582,0,0,3.5,1089,16,87
"458",646,3583,0,0,3.5,1089,16,88
"459",647,3584,0,0,3,1122,16,89
"460",648,3585,0,0,3.5,1089,16,90
"461",649,3586,0,0,3.5,1089,16,91
"462",650,3587,0,0,3.5,1122,16,92
"463",651,3588,0,0,3.5,1089,16,93
"464",652,3589,0,0,3.5,1089,16,94
"465",653,3590,0,0,3.5,1122,16,95
"466",654,3591,0,0.00183654729109275,3,1089,16,96
"467",655,3592,0,0,3,1089,16,97
"468",656,3593,0,0,3,1122,16,98
"469",657,3594,0,0,3.5,1089,16,99
"470",658,3595,0,0,3.5,1089,16,100
"471",659,3596,0,0,3.5,1122,16,101
"472",660,3597,0.000918273645546373,0.000918273645546373,3.5,1089,16,102
"473",670,3766,0,0,3,1156,17,38
"474",671,3767,0,0,3,1122,17,39
"475",672,3768,0,0,3,1122,17,40
"476",673,3769,0,0,3,1156,17,41
"477",674,3770,0,0,3.5,1122,17,42
"478",675,3771,0,0,3,1122,17,43
"479",676,3772,0,0,3,1156,17,44
"480",677,3773,0.0124777183600713,0.0106951871657754,3,1122,17,45
"481",678,3774,0,0,3,1122,17,46
"482",679,3775,0,0,3,1156,17,47
"483",680,3776,0,0,3,1122,17,48
"484",681,3777,0.00089126559714795,0.0017825311942959,3,1122,17,49
"485",682,3778,0.000865051903114187,0.000865051903114187,3,1156,17,50
"486",683,3779,0,0.0017825311942959,3,1122,17,51
"487",684,3780,0.00267379679144385,0.00267379679144385,3,1122,17,52
"488",685,3781,0,0,3,1156,17,53
"489",686,3782,0,0,3.5,1122,17,54
"490",687,3783,0,0,3,1122,17,55
"491",688,3784,0,0,3.5,1156,17,56
"492",689,3785,0,0,3.5,1122,17,57
"493",690,3786,0,0,3.5,1122,17,58
"494",691,3787,0,0,3.5,1156,17,59
"495",692,3788,0,0,3.5,1122,17,60
"496",693,3789,0,0,3.5,1122,17,61
"497",694,3790,0,0,3.5,1156,17,62
"498",695,3791,0,0,3.5,1122,17,63
"499",696,3792,0,0,3.5,1122,17,64
"500",697,3793,0,0,3.5,1156,17,65
"501",698,3794,0,0,3.5,1122,17,66
"502",699,3795,0,0,3.5,1122,17,67
"503",700,3796,0,0,3.5,1156,17,68
"504",701,3797,0,0,3.5,1122,17,69
"505",702,3798,0,0,3.5,1122,17,70
"506",703,3799,0,0,3.5,1156,17,71
"507",704,3800,0,0,3.5,1122,17,72
"508",705,3801,0,0,3.5,1122,17,73
"509",706,3802,0,0,3.5,1156,17,74
"510",707,3803,0,0,3.5,1122,17,75
"511",708,3804,0,0,3.5,1122,17,76
"512",709,3805,0,0,3.5,1156,17,77
"513",710,3806,0,0,3.5,1122,17,78
"514",711,3807,0,0,3.5,1122,17,79
"515",712,3808,0,0,3.5,1156,17,80
"516",713,3809,0,0,3.5,1122,17,81
"517",714,3810,0,0,3.5,1122,17,82
"518",715,3811,0,0,3.5,1156,17,83
"519",716,3812,0,0,3.5,1122,17,84
"520",717,3813,0,0,3.5,1122,17,85
"521",718,3814,0,0,3.5,1156,17,86
"522",719,3815,0,0,3.5,1122,17,87
"523",720,3816,0,0,3.5,1122,17,88
"524",721,3817,0,0,3.5,1156,17,89
"525",722,3818,0,0,3.5,1122,17,90
"526",723,3819,0,0,3.5,1122,17,91
"527",724,3820,0,0,3,1156,17,92
"528",725,3821,0,0,3.5,1122,17,93
"529",726,3822,0,0,3.5,1122,17,94
"530",727,3823,0,0,3.5,1156,17,95
"531",728,3824,0,0,3.5,1122,17,96
"532",729,3825,0,0,3.5,1122,17,97
"533",730,3826,0,0,3.5,1156,17,98
"534",731,3827,0,0,3.5,1122,17,99
"535",732,3828,0.0124777183600713,0.0231729055258467,3.5,1122,17,100
"536",733,3829,0,0,3.5,1156,17,101
"537",734,3830,0,0.00267379679144385,3.5,1122,17,102
"538",735,3831,0,0.0151515151515152,3.5,1122,17,103
"539",736,3832,0.000865051903114187,0.00259515570934256,3.5,1156,17,104
"540",737,3833,0.00267379679144385,0,3.5,1122,17,105
"541",738,3834,0,0,3.5,1122,17,106
"542",739,3835,0,0.000865051903114187,3.5,1156,17,107
"543",760,3999,0,0,3,1122,18,38
"544",761,4000,0.0101010101010101,0.0165289256198347,3,1089,18,39
"545",762,4001,0.00918273645546373,0,3,1089,18,40
"546",763,4002,0,0.0017825311942959,3,1122,18,41
"547",764,4003,0,0,3,1089,18,42
"548",765,4004,0,0,3.5,1089,18,43
"549",766,4005,0,0,3.5,1122,18,44
"550",767,4006,0,0,3.5,1089,18,45
"551",768,4007,0.00183654729109275,0,3.5,1089,18,46
"552",769,4008,0,0,3.5,1122,18,47
"553",770,4009,0,0,3.5,1089,18,48
"554",771,4010,0.00459136822773186,0.00459136822773186,3.5,1089,18,49
"555",772,4011,0,0.00089126559714795,3,1122,18,50
"556",773,4012,0.000918273645546373,0.000918273645546373,3,1089,18,51
"557",774,4013,0.000918273645546373,0,3,1089,18,52
"558",775,4014,0,0,3.5,1122,18,53
"559",776,4015,0,0,3.5,1089,18,54
"560",777,4016,0,0,3.5,1089,18,55
"561",778,4017,0,0,3.5,1122,18,56
"562",779,4018,0,0,3.5,1089,18,57
"563",780,4019,0,0,3.5,1089,18,58
"564",781,4020,0,0,3.5,1122,18,59
"565",782,4021,0,0,3.5,1089,18,60
"566",783,4022,0,0,3.5,1089,18,61
"567",784,4023,0,0,3.5,1122,18,62
"568",785,4024,0,0,3.5,1089,18,63
"569",786,4025,0,0,3.5,1089,18,64
"570",787,4026,0,0,3.5,1122,18,65
"571",788,4027,0,0,3.5,1089,18,66
"572",789,4028,0,0,3.5,1089,18,67
"573",790,4029,0,0,3.5,1122,18,68
"574",791,4030,0,0,3.5,1089,18,69
"575",792,4031,0,0,3.5,1089,18,70
"576",793,4032,0,0,3.5,1122,18,71
